Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Duration_Minutes
3,2016-03-05 07:07:25,2016-03-05 07:37:25,41.137856,-83.65884399999999,0.01,Findlay,OH,30.9,30.08,5.0,8.1,0.0,Overcast,30.0
2,2016-03-07 06:40:17,2016-03-07 07:10:17,41.112324,-81.60992399999998,0.01,Akron,OH,37.0,30.11,10.0,9.2,0.0,Clear,30.0
3,2016-03-07 06:40:44,2016-03-07 07:10:44,40.109077,-83.091064,0.01,Dublin,OH,39.0,30.12,10.0,8.1,0.0,Clear,30.0
2,2016-03-07 06:55:50,2016-03-07 07:25:50,39.779266,-84.23465,0.01,Dayton,OH,42.1,30.1,10.0,9.2,0.0,Overcast,30.0
3,2016-03-07 07:27:39,2016-03-07 07:57:39,41.420975,-81.689758,0.01,Cleveland,OH,46.9,30.04,10.0,21.9,0.0,Clear,30.0
2,2016-03-07 09:02:27,2016-03-07 09:32:27,39.59670300000001,-84.238388,0.01,Miamisburg,OH,48.9,30.12,10.0,12.7,0.0,Clear,30.0
2,2016-03-07 09:03:03,2016-03-07 09:33:03,39.772823,-84.135612,0.01,Dayton,OH,46.4,30.12,10.0,8.1,0.0,Mostly Cloudy,30.0
3,2016-03-07 09:04:41,2016-03-07 09:34:41,40.109497,-83.090813,0.01,Columbus,OH,45.0,30.14,10.0,10.4,0.0,Clear,30.0
2,2016-03-07 10:32:16,2016-03-07 11:02:16,40.080402,-82.87745699999998,0.01,Westerville,OH,52.0,30.14,10.0,11.5,0.0,Overcast,30.0
2,2016-03-07 10:55:50,2016-03-07 11:25:50,39.741417,-84.18055,0.01,Dayton,OH,60.1,30.12,10.0,20.7,0.0,Overcast,30.0
2,2016-03-07 11:10:55,2016-03-07 11:40:55,39.760406,-84.195686,0.0,Dayton,OH,60.1,30.12,10.0,20.7,0.0,Overcast,30.0
2,2016-03-07 11:20:24,2016-03-07 11:50:24,39.627781,-84.188354,0.01,Dayton,OH,57.9,30.11,10.0,15.0,0.0,Clear,30.0
2,2016-03-07 14:48:52,2016-03-07 15:33:52,39.706184,-84.217506,0.01,Dayton,OH,62.1,30.06,10.0,19.6,0.0,Clear,45.0
2,2016-03-07 15:48:21,2016-03-07 16:33:21,39.812687,-84.22734799999998,0.01,Dayton,OH,59.0,30.05,10.0,13.8,0.0,Light Rain,45.0
2,2016-03-07 16:07:09,2016-03-07 16:52:09,39.767471,-84.15786700000002,0.01,Dayton,OH,62.4,30.06,10.0,17.3,0.0,Light Rain,45.0
3,2016-03-07 17:05:00,2016-03-07 21:00:00,39.902088,-82.898178,0.01,Columbus,OH,58.8,30.06,10.0,8.1,0.0,Overcast,235.0
3,2016-03-07 21:49:00,2016-03-08 01:49:00,40.699066,-84.089935,0.01,Lima,OH,52.0,30.03,10.0,9.2,0.0,Clear,240.0
2,2016-03-08 04:25:14,2016-03-08 04:55:14,39.811291,-84.235176,0.01,Dayton,OH,51.1,30.07,10.0,9.2,0.0,Partly Cloudy,30.0
2,2016-03-08 04:57:26,2016-03-08 05:27:26,39.811291,-84.235176,0.01,Dayton,OH,53.1,30.07,10.0,10.4,0.0,Mostly Cloudy,30.0
2,2016-03-08 04:55:34,2016-03-08 05:25:34,39.872375,-84.055153,0.01,Dayton,OH,50.5,30.08,10.0,5.8,0.0,Overcast,30.0
2,2016-03-08 05:31:02,2016-03-08 06:16:02,39.916485,-82.897026,0.0,Columbus,OH,54.0,30.11,10.0,5.8,0.0,Overcast,45.0
2,2016-03-08 06:10:30,2016-03-08 06:40:30,39.019779,-84.20581800000002,0.01,Amelia,OH,55.4,30.13,10.0,5.8,0.0,Clear,30.0
2,2016-03-08 06:47:17,2016-03-08 07:17:17,39.096836,-84.253273,0.01,Batavia,OH,55.2,30.15,10.0,4.6,0.0,Clear,30.0
2,2016-03-08 06:54:37,2016-03-08 07:24:37,40.006477,-83.030991,0.01,Columbus,OH,53.1,30.12,10.0,10.4,0.0,Overcast,30.0
2,2016-03-08 06:57:44,2016-03-08 07:27:44,40.080402,-82.87745699999998,0.01,Westerville,OH,55.0,30.13,10.0,9.2,0.0,Overcast,30.0
2,2016-03-08 07:29:19,2016-03-08 07:59:19,39.748081,-84.13945799999998,0.01,Dayton,OH,56.7,30.14,10.0,13.8,0.0,Overcast,30.0
3,2016-03-08 07:26:53,2016-03-08 07:56:53,40.003059,-82.862289,0.01,Columbus,OH,55.0,30.16,10.0,9.2,0.0,Overcast,30.0
3,2016-03-08 07:46:55,2016-03-08 08:16:55,41.36795,-81.821655,0.01,Cleveland,OH,53.1,30.12,10.0,10.4,0.0,Mostly Cloudy,30.0
2,2016-03-08 08:09:53,2016-03-08 08:39:53,39.75777100000001,-84.142036,0.0,Dayton,OH,56.7,30.14,10.0,13.8,0.0,Overcast,30.0
2,2016-03-08 09:20:23,2016-03-08 09:50:23,39.749916,-84.139359,0.01,Dayton,OH,61.2,30.15,10.0,18.4,0.0,Mostly Cloudy,30.0
2,2016-03-08 10:36:45,2016-03-08 11:06:45,39.106014,-84.147224,0.01,Batavia,OH,65.1,30.18,10.0,11.5,0.0,Clear,30.0
2,2016-03-08 10:37:41,2016-03-08 11:07:41,39.603619,-84.228577,0.0,Miamisburg,OH,66.0,30.14,10.0,16.1,0.0,Clear,30.0
2,2016-03-08 10:39:09,2016-03-08 11:09:09,39.636219,-84.21775799999998,0.01,Dayton,OH,66.0,30.14,10.0,16.1,0.0,Clear,30.0
2,2016-03-08 10:55:29,2016-03-08 11:25:29,39.790596,-84.253807,0.01,Dayton,OH,66.0,30.13,10.0,19.6,0.0,Scattered Clouds,30.0
2,2016-03-08 12:14:36,2016-03-08 12:44:36,39.786629,-84.18869000000002,0.01,Dayton,OH,70.2,30.13,10.0,18.4,0.0,Clear,30.0
3,2016-03-08 12:20:00,2016-03-08 13:25:00,40.112133,-83.016998,0.01,Columbus,OH,68.0,30.14,10.0,13.8,0.0,Overcast,65.0
2,2016-03-08 13:19:16,2016-03-08 14:04:16,39.753288,-84.191978,0.01,Dayton,OH,71.6,30.06,10.0,18.4,0.0,Clear,45.0
2,2016-03-08 16:13:46,2016-03-08 17:13:46,39.770718,-84.211449,0.0,Dayton,OH,71.1,30.02,10.0,16.1,0.0,Mostly Cloudy,60.0
2,2016-03-08 17:11:00,2016-03-08 21:00:00,39.995968,-83.024574,0.01,Columbus,OH,71.1,30.0,10.0,15.0,0.0,Clear,229.0
2,2016-03-08 17:26:10,2016-03-08 17:56:10,40.131283,-83.089745,0.01,Dublin,OH,69.1,30.02,10.0,11.5,0.0,Clear,30.0
2,2016-03-08 17:56:35,2016-03-08 18:41:35,40.103794,-83.13369,0.01,Dublin,OH,69.1,30.02,10.0,11.5,0.0,Clear,45.0
3,2016-03-08 17:55:00,2016-03-08 21:00:00,40.047691,-82.997086,0.01,Columbus,OH,69.1,30.02,10.0,11.5,0.0,Clear,185.0
3,2016-03-08 18:41:00,2016-03-08 21:00:00,39.93639,-82.881676,0.01,Columbus,OH,66.9,30.03,10.0,8.1,0.0,Mostly Cloudy,139.0
3,2016-03-09 06:07:45,2016-03-09 06:37:45,40.827763,-83.975716,0.01,Lima,OH,57.0,29.97,10.0,16.1,0.0,Clear,30.0
2,2016-03-09 06:42:51,2016-03-09 07:12:51,39.67155800000001,-84.252678,0.0,Dayton,OH,55.9,30.03,10.0,9.2,0.0,Clear,30.0
2,2016-03-09 06:50:34,2016-03-09 07:20:34,40.028641,-83.01509899999998,0.01,Columbus,OH,55.0,30.05,10.0,8.1,0.0,Clear,30.0
3,2016-03-09 07:22:35,2016-03-09 07:52:35,40.02404,-82.99479699999998,0.01,Columbus,OH,54.0,30.07,10.0,4.6,0.0,Mostly Cloudy,30.0
2,2016-03-09 08:13:28,2016-03-09 08:43:28,40.11182,-82.901276,0.0,Westerville,OH,54.0,30.07,10.0,4.6,0.0,Mostly Cloudy,30.0
3,2016-03-09 08:39:20,2016-03-09 09:09:20,40.09917100000001,-83.134499,0.01,Dublin,OH,63.0,30.06,10.0,13.8,0.0,Clear,30.0
2,2016-03-09 08:38:38,2016-03-09 09:08:38,40.059711,-82.419037,0.01,Newark,OH,61.0,30.08,10.0,6.9,0.0,Clear,30.0
2,2016-03-09 09:38:42,2016-03-09 10:08:42,39.801685,-84.253998,0.01,Dayton,OH,64.0,30.06,10.0,16.1,0.0,Mostly Cloudy,30.0
2,2016-03-09 09:41:18,2016-03-09 10:11:18,39.798016,-84.25018299999998,0.0,Dayton,OH,64.0,30.06,10.0,16.1,0.0,Mostly Cloudy,30.0
2,2016-03-09 09:40:00,2016-03-09 10:40:00,39.995106,-83.025337,0.01,Columbus,OH,63.0,30.08,10.0,13.8,0.0,Partly Cloudy,60.0
2,2016-03-09 11:27:24,2016-03-09 11:57:24,39.740906,-84.182121,0.01,Dayton,OH,66.0,30.08,10.0,15.0,0.0,Mostly Cloudy,30.0
2,2016-03-09 11:41:23,2016-03-09 12:11:23,39.757221,-84.205894,0.01,Dayton,OH,70.2,30.04,10.0,19.6,0.0,Scattered Clouds,30.0
2,2016-03-09 11:40:43,2016-03-09 12:10:43,39.745384,-84.183006,0.01,Dayton,OH,70.2,30.04,10.0,19.6,0.0,Scattered Clouds,30.0
2,2016-03-09 11:56:56,2016-03-09 12:26:56,39.658932,-84.157677,0.01,Dayton,OH,70.0,30.03,10.0,21.9,0.0,Partly Cloudy,30.0
2,2016-03-09 13:55:50,2016-03-09 14:40:50,39.780712,-84.18723299999998,0.01,Dayton,OH,73.0,30.01,10.0,18.4,0.0,Mostly Cloudy,45.0
2,2016-03-09 14:28:02,2016-03-09 15:28:02,39.754055,-84.17588,0.01,Dayton,OH,69.8,30.02,7.0,17.3,0.0,Light Rain Showers,60.0
2,2016-03-09 14:47:02,2016-03-09 15:32:02,39.828781,-84.19839499999998,0.0,Dayton,OH,66.9,30.03,9.0,16.1,0.0,Light Rain,45.0
2,2016-03-09 15:01:02,2016-03-09 15:46:02,39.805809,-84.222435,0.01,Dayton,OH,66.9,30.03,9.0,16.1,0.0,Light Rain,45.0
3,2016-03-10 05:22:10,2016-03-10 06:07:10,39.896893,-83.723129,0.01,Springfield,OH,55.4,30.02,7.0,5.8,0.0,Overcast,45.0
3,2016-03-10 06:09:17,2016-03-10 06:39:17,39.715988,-84.219238,0.01,Dayton,OH,57.0,30.0,10.0,6.9,0.0,Overcast,30.0
3,2016-03-10 06:12:15,2016-03-10 06:42:15,39.896893,-83.723129,0.01,Springfield,OH,55.9,30.03,10.0,4.6,0.01,Overcast,30.0
3,2016-03-10 07:10:04,2016-03-10 07:40:04,39.715988,-84.219238,0.01,Dayton,OH,59.0,30.0,10.0,9.2,0.0,Light Rain,30.0
3,2016-03-10 07:22:33,2016-03-10 07:52:33,39.933804,-82.78944399999997,0.01,Pickerington,OH,59.0,30.05,6.0,9.2,0.02,Rain,30.0
2,2016-03-10 07:35:01,2016-03-10 08:05:01,39.668198,-84.147636,0.0,Dayton,OH,59.0,30.0,10.0,6.9,0.0,Overcast,30.0
2,2016-03-10 07:41:11,2016-03-10 08:11:11,39.781204,-84.20558199999998,0.01,Dayton,OH,57.9,30.01,7.0,13.8,0.0,Light Rain,30.0
3,2016-03-10 07:42:38,2016-03-10 08:12:38,39.901142,-84.18789699999998,0.01,Vandalia,OH,57.9,30.01,7.0,13.8,0.0,Light Rain,30.0
2,2016-03-10 07:56:35,2016-03-10 08:26:35,39.903053,-83.162949,0.01,Galloway,OH,57.2,30.03,7.0,11.5,0.0,Light Rain,30.0
2,2016-03-10 08:03:25,2016-03-10 08:33:25,39.783173,-84.117981,0.01,Dayton,OH,59.2,30.01,10.0,11.5,0.0,Overcast,30.0
2,2016-03-10 08:12:38,2016-03-10 08:42:38,39.085529,-84.178314,0.01,Batavia,OH,60.1,30.02,10.0,6.9,0.0,Overcast,30.0
3,2016-03-10 08:48:10,2016-03-10 09:18:10,40.111134,-82.992203,0.01,Columbus,OH,57.2,30.01,10.0,6.9,0.0,Overcast,30.0
3,2016-03-10 09:32:41,2016-03-10 10:02:41,39.948391,-82.943558,0.01,Columbus,OH,59.0,30.03,10.0,9.2,0.0,Mostly Cloudy,30.0
2,2016-03-10 09:36:26,2016-03-10 10:06:26,39.786411,-84.25376899999998,0.01,Dayton,OH,57.9,30.03,1.2,13.8,0.01,Light Rain,30.0
2,2016-03-10 09:37:25,2016-03-10 10:07:25,39.782368,-84.203339,0.01,Dayton,OH,57.9,30.01,1.8,9.2,0.05,Light Rain,30.0
2,2016-03-10 09:36:50,2016-03-10 10:06:50,39.74688,-84.15986600000002,0.0,Dayton,OH,59.0,30.01,2.5,15.0,0.0,Light Rain,30.0
2,2016-03-10 10:00:50,2016-03-10 10:30:50,39.596725,-84.231667,0.01,Miamisburg,OH,59.0,30.01,6.0,8.1,0.01,Light Rain,30.0
2,2016-03-10 10:33:46,2016-03-10 11:03:46,39.784584,-84.15226700000002,0.0,Dayton,OH,60.8,30.01,2.8,10.4,0.0,Light Rain,30.0
2,2016-03-10 11:08:43,2016-03-10 11:38:43,39.769596,-84.176964,0.01,Dayton,OH,59.9,30.02,2.8,10.4,0.04,Light Rain,30.0
3,2016-03-10 11:29:29,2016-03-10 11:59:29,39.696461,-83.456673,0.01,Bloomingburg,OH,60.1,30.03,1.8,13.8,0.02,Rain,30.0
3,2016-03-10 11:27:00,2016-03-10 15:00:00,39.97847700000001,-83.119835,0.01,Columbus,OH,59.0,30.02,5.0,6.9,0.0,Light Rain,213.0
2,2016-03-10 13:25:31,2016-03-10 14:10:31,39.773762,-84.14045,0.0,Dayton,OH,60.8,29.98,4.0,11.5,0.0,Light Rain,45.0
3,2016-03-10 14:44:12,2016-03-10 15:29:12,39.956909,-83.044914,0.01,Columbus,OH,60.8,29.99,2.0,9.2,0.0,Rain,45.0
3,2016-03-10 15:02:15,2016-03-10 16:02:15,39.788414,-84.183693,0.01,Dayton,OH,60.8,29.99,2.5,6.9,0.05,Light Rain,60.0
2,2016-03-10 15:29:46,2016-03-10 15:59:46,38.843636,-82.216187,0.0,Gallipolis,OH,66.0,29.17,10.0,5.0,0.0,Light Rain,30.0
2,2016-03-10 16:14:42,2016-03-10 16:59:42,39.741505,-84.16555,0.01,Dayton,OH,60.8,29.96,2.0,5.8,0.0,Light Rain,45.0
3,2016-03-10 15:57:41,2016-03-10 16:43:47,39.978668,-82.974152,0.01,Columbus,OH,60.1,29.98,5.0,12.7,0.08,Rain,46.1
3,2016-03-10 16:41:06,2016-03-10 17:26:06,39.59670300000001,-84.238388,0.01,Miamisburg,OH,60.1,29.96,2.0,6.9,0.07,Light Rain,45.0
2,2016-03-10 18:08:00,2016-03-10 23:59:00,39.919376,-82.936417,0.01,Columbus,OH,58.5,29.98,5.0,5.8,0.0,Light Rain,351.0
3,2016-03-10 18:34:00,2016-03-10 23:00:00,39.788647,-84.18390699999998,0.01,Dayton,OH,57.6,30.02,2.5,11.5,0.11,Rain,266.0
2,2016-03-10 19:17:46,2016-03-10 19:47:46,39.858292,-83.003548,0.01,Lockbourne,OH,58.6,30.0,5.0,9.2,0.0,Rain,30.0
2,2016-03-10 20:21:40,2016-03-10 20:51:40,39.832066,-83.000374,0.01,Lockbourne,OH,56.5,30.03,10.0,9.2,0.0,Rain,30.0
2,2016-03-11 05:06:12,2016-03-11 05:36:12,39.965687,-83.009842,0.01,Columbus,OH,46.9,30.19,8.0,10.4,0.0,Overcast,30.0
3,2016-03-11 07:22:54,2016-03-11 07:52:54,39.974941,-83.10006,0.01,Columbus,OH,44.6,30.28,10.0,6.9,0.0,Mostly Cloudy,30.0
2,2016-03-11 07:28:06,2016-03-11 07:58:06,41.403664,-82.13942,0.01,Elyria,OH,37.0,30.33,10.0,9.2,0.0,Overcast,30.0
3,2016-03-11 07:28:40,2016-03-11 07:58:40,41.323063,-82.616463,0.01,Milan,OH,64.0,29.86,10.0,7.0,0.0,Null,30.0
2,2016-03-11 07:46:20,2016-03-11 08:16:20,41.420448,-81.828468,0.01,Cleveland,OH,37.0,30.37,10.0,12.7,0.0,Overcast,30.0
2,2016-03-11 08:06:35,2016-03-11 08:36:35,39.816311,-84.130341,0.01,Dayton,OH,45.5,30.33,10.0,10.4,0.0,Overcast,30.0
2,2016-03-11 08:38:31,2016-03-11 09:08:31,39.798302,-84.235229,0.01,Dayton,OH,45.0,30.33,7.0,12.7,0.0,Overcast,30.0
2,2016-03-11 08:36:58,2016-03-11 09:06:58,39.767513,-84.194016,0.01,Dayton,OH,45.0,30.33,7.0,12.7,0.0,Overcast,30.0
2,2016-03-11 09:01:09,2016-03-11 09:31:09,39.671932,-84.210815,0.01,Dayton,OH,46.9,30.31,8.0,12.7,0.0,Overcast,30.0
2,2016-03-11 09:20:22,2016-03-11 09:50:22,39.781044,-84.242554,0.0,Dayton,OH,45.0,30.33,7.0,12.7,0.0,Overcast,30.0
2,2016-03-11 09:12:17,2016-03-11 09:42:17,39.774738,-84.174683,0.01,Dayton,OH,45.9,30.34,10.0,10.4,0.0,Overcast,30.0
2,2016-03-11 09:42:23,2016-03-11 10:12:23,39.767204,-84.162796,0.0,Dayton,OH,46.4,30.32,10.0,12.7,0.0,Overcast,30.0
2,2016-03-11 09:37:00,2016-03-11 11:37:00,39.95166,-83.017601,0.01,Columbus,OH,45.0,30.33,10.0,9.2,0.0,Overcast,120.0
3,2016-03-11 09:37:00,2016-03-11 11:37:00,39.950317,-83.01724200000002,0.01,Columbus,OH,46.4,30.33,10.0,12.7,0.0,Overcast,120.0
2,2016-03-11 09:50:13,2016-03-11 10:20:13,39.732437,-84.20874,0.01,Moraine,OH,46.0,30.32,8.0,11.5,0.0,Overcast,30.0
2,2016-03-11 10:05:05,2016-03-11 10:35:05,39.253136,-84.135544,0.01,Goshen,OH,49.6,30.31,10.0,8.1,0.0,Overcast,30.0
2,2016-03-11 10:06:28,2016-03-11 10:36:28,39.790283,-84.190063,0.01,Dayton,OH,46.0,30.34,9.0,10.4,0.0,Overcast,30.0
2,2016-03-11 10:39:00,2016-03-11 15:00:00,39.946922,-83.031151,0.0,Columbus,OH,48.2,30.33,10.0,5.8,0.0,Mostly Cloudy,261.0
2,2016-03-11 10:51:00,2016-03-11 15:00:00,39.956467,-83.045815,0.01,Columbus,OH,48.2,30.33,10.0,5.8,0.0,Mostly Cloudy,249.0
2,2016-03-11 11:36:04,2016-03-11 12:06:04,39.641197,-84.157799,0.01,Dayton,OH,48.9,30.33,10.0,10.4,0.0,Mostly Cloudy,30.0
2,2016-03-11 12:18:00,2016-03-11 13:33:00,41.425308,-81.897865,0.01,North Olmsted,OH,37.0,30.43,10.0,8.1,0.0,Overcast,75.0
4,2016-03-11 13:18:48,2016-03-11 13:48:48,39.917412,-83.014236,0.01,Columbus,OH,51.8,30.34,10.0,5.8,0.0,Clear,30.0
3,2016-03-11 14:38:00,2016-03-11 22:22:00,39.981674,-82.984566,0.01,Columbus,OH,55.0,30.32,10.0,7.0,0.0,Overcast,464.0
2,2016-03-11 15:30:55,2016-03-11 16:00:55,39.994205,-83.024689,0.01,Columbus,OH,55.9,30.31,10.0,5.8,0.0,Clear,30.0
3,2016-03-11 17:02:09,2016-03-11 17:47:09,40.004406,-82.918137,0.01,Columbus,OH,57.0,30.31,10.0,6.9,0.0,Mostly Cloudy,45.0
3,2016-03-11 17:10:00,2016-03-11 22:22:00,40.084126,-83.137772,0.01,Dublin,OH,57.0,30.32,10.0,8.1,0.0,Clear,312.0
2,2016-03-11 17:15:55,2016-03-11 17:45:55,39.959778,-82.997467,0.01,Columbus,OH,57.0,30.31,10.0,6.9,0.0,Mostly Cloudy,30.0
3,2016-03-11 17:07:00,2016-03-11 22:22:00,40.008327,-82.986023,0.01,Columbus,OH,57.0,30.31,10.0,6.9,0.0,Mostly Cloudy,315.0
3,2016-03-11 17:35:00,2016-03-11 23:11:00,39.977394,-83.150467,0.01,Columbus,OH,55.4,30.31,10.0,4.6,0.0,Clear,336.0
3,2016-03-11 18:34:00,2016-03-11 22:22:00,40.025917,-82.994576,0.01,Columbus,OH,51.1,30.32,10.0,3.5,0.0,Mostly Cloudy,228.0
3,2016-03-12 07:03:00,2016-03-12 10:00:00,41.40752,-81.64746099999998,0.01,Independence,OH,35.1,30.25,7.0,7.0,0.0,Clear,177.0
3,2016-03-12 10:48:00,2016-03-12 14:00:00,41.060379,-81.554153,0.01,Akron,OH,57.0,30.2,10.0,3.5,0.0,Clear,192.0
3,2016-03-12 11:55:00,2016-03-12 23:59:00,40.10564,-82.949692,0.01,Columbus,OH,59.0,30.17,10.0,3.5,0.0,Clear,724.0
2,2016-03-14 04:23:17,2016-03-14 04:53:17,39.732307,-84.240646,0.01,Dayton,OH,57.0,29.74,6.0,9.2,0.0,Mostly Cloudy,30.0
2,2016-03-14 06:10:12,2016-03-14 06:40:12,38.892097,-84.208702,0.0,Moscow,OH,56.7,29.75,10.0,3.5,0.0,Mostly Cloudy,30.0
2,2016-03-14 07:03:27,2016-03-14 07:33:27,39.536186,-84.235069,0.01,Springboro,OH,55.9,29.74,2.5,10.4,0.0,Overcast,30.0
2,2016-03-14 07:27:29,2016-03-14 07:57:29,39.805882,-84.21578199999998,0.0,Dayton,OH,57.0,29.74,5.0,8.1,0.0,Overcast,30.0
2,2016-03-14 07:31:17,2016-03-14 08:01:17,39.944817,-82.877861,0.01,Columbus,OH,57.2,29.75,9.0,5.8,0.0,Overcast,30.0
2,2016-03-14 07:45:42,2016-03-14 08:15:42,39.370232,-84.249039,0.0,Mason,OH,51.1,29.75,0.2,7.0,0.0,Fog,30.0
2,2016-03-14 07:56:41,2016-03-14 08:26:41,39.734035,-84.14502,0.0,Dayton,OH,57.4,29.75,6.0,5.8,0.0,Overcast,30.0
2,2016-03-14 07:58:00,2016-03-14 08:28:00,39.808914,-83.97833299999998,0.01,Fairborn,OH,57.4,29.75,6.0,5.8,0.0,Overcast,30.0
2,2016-03-14 08:03:00,2016-03-14 08:33:00,39.735283,-84.161659,0.01,Dayton,OH,55.9,29.75,3.0,6.9,0.0,Overcast,30.0
2,2016-03-14 08:06:40,2016-03-14 08:36:40,39.820873,-84.237328,0.01,Dayton,OH,55.9,29.76,0.5,10.4,0.0,Overcast,30.0
2,2016-03-14 08:07:27,2016-03-14 08:37:27,40.105621,-83.091125,0.01,Dublin,OH,57.0,29.76,5.0,8.1,0.0,Overcast,30.0
2,2016-03-14 08:35:36,2016-03-14 09:05:36,39.050854,-84.07486,0.01,Batavia,OH,57.4,29.76,10.0,3.5,0.0,Overcast,30.0
2,2016-03-14 09:01:50,2016-03-14 09:31:50,39.751579,-84.239983,0.01,Dayton,OH,57.0,29.75,0.5,9.2,0.0,Overcast,30.0
3,2016-03-14 09:03:48,2016-03-14 09:33:48,41.404495,-82.116928,0.01,Elyria,OH,57.9,29.73,6.0,11.5,0.0,Mostly Cloudy,30.0
2,2016-03-14 09:14:25,2016-03-14 09:44:25,39.625694,-84.200005,0.01,Dayton,OH,57.9,29.74,6.0,4.6,0.0,Scattered Clouds,30.0
2,2016-03-14 09:22:34,2016-03-14 09:52:34,41.383537,-83.641235,0.0,Bowling Green,OH,57.0,29.72,4.0,9.2,0.0,Overcast,30.0
2,2016-03-14 09:34:02,2016-03-14 10:04:02,39.76926,-84.236465,0.01,Dayton,OH,57.0,29.75,2.0,9.2,0.0,Overcast,30.0
2,2016-03-14 09:34:35,2016-03-14 10:04:35,39.592564,-84.155518,0.0,Dayton,OH,57.9,29.74,6.0,4.6,0.0,Scattered Clouds,30.0
2,2016-03-14 11:15:46,2016-03-14 11:45:46,39.788414,-84.183693,0.01,Dayton,OH,60.8,29.73,10.0,1.2,0.0,Mostly Cloudy,30.0
2,2016-03-14 13:12:57,2016-03-14 13:42:57,39.800083,-84.21869699999998,0.01,Dayton,OH,62.1,29.7,2.0,6.9,0.02,Rain,30.0
3,2016-03-14 13:33:38,2016-03-14 14:18:38,39.733723,-84.204971,0.01,Dayton,OH,61.0,29.69,4.0,6.9,0.09,Rain,45.0
2,2016-03-14 15:02:26,2016-03-14 15:47:26,39.738392,-84.140419,0.01,Dayton,OH,65.8,29.63,10.0,13.8,0.0,Mostly Cloudy,45.0
3,2016-03-14 17:19:43,2016-03-14 18:04:43,39.645313,-84.232414,0.01,Dayton,OH,66.9,29.61,10.0,11.5,0.0,Mostly Cloudy,45.0
3,2016-03-14 17:28:00,2016-03-14 23:31:00,39.651726,-84.233627,0.01,Dayton,OH,66.0,29.62,10.0,8.1,0.0,Scattered Clouds,363.0
3,2016-03-15 06:01:06,2016-03-15 06:31:06,39.945255,-82.600075,0.01,Millersport,OH,55.9,29.77,9.0,11.5,0.0,Overcast,30.0
2,2016-03-15 06:58:33,2016-03-15 07:28:33,39.783661,-84.166382,0.0,Dayton,OH,54.3,29.82,5.0,2.3,0.0,Overcast,30.0
2,2016-03-15 07:22:02,2016-03-15 07:52:02,40.082298,-82.896858,0.01,Westerville,OH,53.6,29.8,6.0,8.1,0.0,Haze,30.0
2,2016-03-15 07:47:00,2016-03-15 08:17:00,39.75125900000001,-84.167778,0.0,Dayton,OH,53.6,29.82,2.0,1.2,0.0,Overcast,30.0
2,2016-03-15 07:56:30,2016-03-15 08:26:30,39.748081,-84.13945799999998,0.01,Dayton,OH,54.3,29.83,1.5,2.3,0.0,Overcast,30.0
2,2016-03-15 08:06:07,2016-03-15 08:36:07,39.943745,-83.073151,0.01,Columbus,OH,53.6,29.83,4.0,5.8,0.0,Overcast,30.0
3,2016-03-15 08:13:31,2016-03-15 08:43:31,41.407391,-81.64676700000003,0.01,Independence,OH,43.0,29.81,0.8,9.2,0.01,Light Rain,30.0
2,2016-03-15 08:25:06,2016-03-15 08:55:06,39.802471,-84.235107,0.01,Dayton,OH,53.1,29.84,2.0,3.5,0.0,Overcast,30.0
2,2016-03-15 11:13:58,2016-03-15 11:43:58,39.787209,-84.205185,0.0,Dayton,OH,55.0,29.86,4.0,3.5,0.0,Overcast,30.0
2,2016-03-15 12:30:02,2016-03-15 13:15:02,39.731812,-84.15831,0.01,Dayton,OH,60.8,29.83,10.0,2.3,0.0,Mostly Cloudy,45.0
3,2016-03-15 13:13:45,2016-03-15 14:13:45,39.733723,-84.204971,0.01,Dayton,OH,62.1,29.83,10.0,5.8,0.0,Scattered Clouds,60.0
2,2016-03-15 14:22:22,2016-03-15 15:07:22,39.812775,-84.220001,0.01,Dayton,OH,64.9,29.81,10.0,5.8,0.0,Partly Cloudy,45.0
2,2016-03-15 14:31:24,2016-03-15 15:01:24,39.794266,-84.215851,0.0,Dayton,OH,66.9,29.78,10.0,8.1,0.0,Scattered Clouds,30.0
2,2016-03-15 14:57:15,2016-03-15 15:42:15,39.764576,-84.187706,0.01,Dayton,OH,67.8,29.79,10.0,3.5,0.0,Clear,45.0
2,2016-03-15 16:04:30,2016-03-15 16:49:30,39.819523,-84.20468100000002,0.01,Dayton,OH,68.0,29.75,10.0,8.1,0.0,Partly Cloudy,45.0
3,2016-03-16 05:01:05,2016-03-16 05:31:05,39.788414,-84.183693,0.01,Dayton,OH,63.1,29.53,5.0,9.2,0.0,Haze,30.0
2,2016-03-16 04:59:05,2016-03-16 05:29:05,39.980274,-82.83625,0.01,Columbus,OH,60.1,29.55,10.0,5.8,0.0,Overcast,30.0
3,2016-03-16 05:09:57,2016-03-16 05:39:57,39.773193,-84.187454,0.01,Dayton,OH,64.4,29.55,7.0,15.0,0.0,Mostly Cloudy,30.0
2,2016-03-16 06:29:00,2016-03-16 06:59:00,39.941711,-83.978874,0.0,New Carlisle,OH,60.4,29.62,7.0,13.8,0.0,Scattered Clouds,30.0
